,word,lemma,onset,offset,section,sentence_index
118,them,them,43.793,44.011,1,9
119,they,they,44.39,44.589,1,10
120,answered,answered,44.589,44.945,1,10
121,me,me,44.945,45.18,1,10
122,why,why,45.739,45.91,1,10
123,would,would,45.91,46.213,1,10
124,anyone,anyone,46.213,46.674,1,10
125,be,be,46.674,46.81,1,10
126,frightened,frightened,46.81,47.294,1,10
127,by,by,47.294,47.444,1,10
128,a,a,47.444,47.558,1,10
129,hat,hat,47.558,48.092,1,10
130,my,my,49.13,49.315,1,11
131,drawing,drawing,49.315,49.665,1,11
132,was,was,49.665,49.82899999999999,1,11
133,not,not,49.82899999999999,50.035,1,11
134,of,of,50.035,50.145,1,11
135,a,a,50.145,50.243,1,11
136,hat,hat,50.243,50.645,1,11
137,it,it,51.109,51.503,1,12
138,showed,showed,51.503,51.754,1,12
139,a,a,51.754,51.81399999999999,1,12
140,boa,boa,51.81399999999999,52.194,1,12
141,constrictor,constrictor,52.194,52.854,1,12
142,digesting,digesting,52.854,53.555,1,12
143,an,an,53.555,53.667,1,12
144,elephant,elephant,53.667,54.232,1,12
145,i,i,55.085,55.583,1,13
146,then,then,55.583,55.887,1,13
147,drew,drew,55.887,56.1,1,13
148,the,the,56.1,56.254,1,13
149,inside,inside,56.254,56.78,1,13
150,of,of,56.78,56.87,1,13
151,the,the,56.87,56.95,1,13
152,boa,boa,56.95,57.24,1,13
153,constrictor,constrictor,57.24,58.12,1,13
154,so,so,58.12,58.37,1,13
155,that,that,58.37,58.51,1,13
156,the,the,58.51,58.6,1,13
157,grownups,grownups,58.6,59.17,1,13
158,could,could,59.17,59.32,1,13
159,understand,understand,59.32,60.093,1,13
160,they,they,60.612,60.737,1,14
161,always,always,60.737,61.167,1,14
162,need,need,61.167,61.337,1,14
163,to,to,61.337,61.427,1,14
164,have,have,61.427,61.692,1,14
165,things,things,61.692,61.987,1,14
166,explained,explained,61.987,62.676,1,14
167,my,my,63.594,63.803,1,15
168,drawing,drawing,63.803,64.152,1,15
169,number,number,64.152,64.512,1,15
170,two,two,64.512,64.954,1,15
171,looked,looked,64.954,65.279,1,15
172,like,like,65.279,65.54899999999999,1,15
173,this,this,65.54899999999999,65.973,1,15
174,the,the,67.14,67.205,1,16
175,grownups,grownups,67.205,67.794,1,16
176,advised,advised,67.794,68.20100000000001,1,16
177,me,me,68.20100000000001,68.285,1,16
178,to,to,68.285,68.449,1,16
179,leave,leave,68.449,68.735,1,16
180,aside,aside,68.735,69.245,1,16
181,drawings,drawings,69.245,69.76,1,16
182,of,of,69.76,69.825,1,16
183,boa,boa,69.825,70.185,1,16
184,constrictors,constrictors,70.185,71.013,1,16
185,open,open,71.013,71.34,1,16
186,or,or,71.34,71.455,1,16
187,closed,closed,71.455,72.355,1,16
188,and,and,72.355,72.515,1,16
189,to,to,72.515,72.595,1,16
190,apply,apply,72.595,72.965,1,16
191,myself,myself,72.965,73.515,1,16
192,instead,instead,73.515,74.175,1,16
193,to,to,74.175,74.355,1,16
194,geography,geography,74.355,75.245,1,16
195,history,history,75.245,75.815,1,16
196,arithmetic,arithmetic,75.815,76.775,1,16
197,and,and,76.775,76.925,1,16
198,grammar,grammar,76.925,77.391,1,16
199,thus,thus,78.25399999999999,78.839,1,17
200,i,i,78.839,79.029,1,17
201,abandoned,abandoned,79.029,79.609,1,17
202,at,at,79.609,79.709,1,17
203,the,the,79.709,79.843,1,17
204,age,age,79.843,80.117,1,17
205,of,of,80.117,80.189,1,17
206,six,six,80.189,80.999,1,17
207,a,a,80.999,81.096,1,17
208,magnificent,magnificent,81.096,82.069,1,17
209,career,career,82.069,82.529,1,17
210,as,as,82.529,82.639,1,17
211,a,a,82.639,82.714,1,17
212,painter,painter,82.714,83.17299999999999,1,17
213,i,i,83.71600000000001,83.859,1,18
214,was,was,83.859,84.021,1,18
215,discouraged,discouraged,84.021,84.791,1,18
216,by,by,84.791,84.961,1,18
217,the,the,84.961,85.045,1,18
218,failure,failure,85.045,85.531,1,18
219,of,of,85.531,85.646,1,18
220,my,my,85.646,85.818,1,18
221,drawing,drawing,85.818,86.26100000000001,1,18
222,number,number,86.26100000000001,86.61,1,18
223,one,one,86.61,87.00399999999999,1,18
224,and,and,87.00399999999999,87.20100000000001,1,18
225,of,of,87.20100000000001,87.321,1,18
226,my,my,87.321,87.53399999999999,1,18
227,drawing,drawing,87.53399999999999,87.912,1,18
228,number,number,87.912,88.191,1,18
229,two,two,88.191,88.61,1,18
230,grownups,grownups,89.054,89.74600000000001,1,19
231,never,never,89.74600000000001,90.069,1,19
232,understand,understand,90.069,90.686,1,19
233,anything,anything,90.686,91.049,1,19
234,by,by,91.049,91.259,1,19
235,themselves,themselves,91.259,92.309,1,19
236,and,and,92.309,92.439,1,19
237,it's,it,92.439,92.549,1,19
238,tiresome,tiresome,92.669,93.359,1,19
239,for,for,93.359,93.499,1,19
240,children,children,93.499,93.979,1,19
241,to,to,93.979,94.119,1,19
242,always,always,94.119,94.509,1,19
243,explain,explain,94.509,95.264,1,19
244,things,things,95.264,95.679,1,19
245,for,for,95.679,95.889,1,19
246,them,them,95.889,96.026,1,19
247,again,again,96.026,96.309,1,19
248,and,and,96.309,96.459,1,19
249,again,again,96.459,96.912,1,19
250,so,so,97.465,97.85,1,20
251,i,i,97.85,97.98,1,20
252,had,had,97.98,98.2,1,20
253,to,to,98.2,98.35,1,20
254,choose,choose,98.35,98.668,1,20
255,another,another,98.668,98.94,1,20
256,profession,profession,98.94,99.805,1,20
257,and,and,99.805,99.94,1,21
258,i,i,99.94,100.071,1,21
259,learned,learned,100.071,100.33,1,21
260,to,to,100.33,100.4,1,21
261,fly,fly,100.4,100.7,1,21
262,airplanes,airplanes,100.7,101.374,1,21
263,i,i,102.267,102.402,1,22
264,flew,flew,102.402,102.763,1,22
265,a,a,102.763,102.898,1,22
266,little,little,102.898,103.23,1,22
267,in,in,103.23,103.403,1,22
268,many,many,103.403,103.682,1,22
269,places,places,103.682,104.192,1,22
270,around,around,104.192,104.516,1,22
271,the,the,104.516,104.641,1,22
272,world,world,104.641,105.332,1,22
273,and,and,105.332,105.522,1,23
274,geography,geography,105.522,106.072,1,23
275,it's,it,106.072,106.192,1,23
276,true,true,106.292,106.595,1,23
277,has,has,106.595,106.752,1,23
278,served,served,106.752,107.082,1,23
279,me,me,107.082,107.222,1,23
280,well,well,107.222,107.53,1,23
281,i,i,108.174,108.308,1,24
282,could,could,108.308,108.499,1,24
283,recognize,recognize,108.499,109.159,1,24
284,at,at,109.159,109.259,1,24
285,first,first,109.259,109.779,1,24
286,glance,glance,109.779,110.299,1,24
287,china,china,110.299,110.769,1,24
288,from,from,110.769,110.951,1,24
289,arizona,arizona,110.951,111.568,1,24
290,it's,it,111.893,112.005,1,25
291,very,very,112.067,112.428,1,25
292,useful,useful,112.428,112.838,1,25
293,if,if,112.838,112.987,1,25
294,you,you,112.987,113.048,1,25
295,get,get,113.048,113.215,1,25
296,lost,lost,113.215,113.558,1,25
297,at,at,113.558,113.657,1,25
298,night,night,113.657,114.057,1,25
299,i,i,114.725,115.19,1,26
300,have,have,115.19,115.419,1,26
301,had,had,115.419,115.64,1,26
302,during,during,115.64,115.98,1,26
303,my,my,115.98,116.163,1,26
304,life,life,116.163,116.814,1,26
305,a,a,116.814,117.0,1,26
306,lot,lot,117.0,117.227,1,26
307,of,of,117.227,117.335,1,26
308,contact,contact,117.335,117.94,1,26
309,with,with,117.94,118.07,1,26
310,many,many,118.07,118.44,1,26
311,persons,persons,118.44,118.895,1,26
312,of,of,118.895,118.983,1,26
313,consequence,consequence,118.983,119.733,1,26
314,i,i,120.152,120.474,1,27
315,have,have,120.474,120.64,1,27
316,lived,lived,120.64,121.04,1,27
317,a,a,121.04,121.1,1,27
318,lot,lot,121.1,121.627,1,27
319,amongst,amongst,121.627,122.057,1,27
320,the,the,122.057,122.117,1,27
321,grownups,grownups,122.117,122.806,1,27
322,i,i,123.19,123.264,1,28
323,have,have,123.264,123.355,1,28
324,seen,seen,123.355,123.665,1,28
325,them,them,123.665,123.895,1,28
326,from,from,123.895,124.085,1,28
327,close,close,124.085,124.462,1,28
328,up,up,124.462,124.67,1,28
329,it,it,125.363,125.488,1,29
330,hasnt,has,125.488,125.673,1,29
331,much,much,125.858,126.15,1,29
332,improved,improved,126.15,126.599,1,29
333,my,my,126.599,126.758,1,29
334,opinion,opinion,126.758,127.175,1,29
335,of,of,127.175,127.319,1,29
336,them,them,127.319,127.528,1,29
337,whenever,whenever,128.361,129.116,1,30
338,i,i,129.116,129.27700000000002,1,30
339,met,met,129.27700000000002,129.656,1,30
340,one,one,129.656,129.852,1,30
341,of,of,129.852,129.946,1,30
342,them,them,129.946,130.14600000000002,1,30
343,that,that,130.14600000000002,130.326,1,30
344,seemed,seemed,130.326,130.736,1,30
345,a,a,130.736,130.796,1,30
346,bit,bit,130.796,131.126,1,30
347,more,more,131.126,131.45600000000002,1,30
348,clear,clear,131.45600000000002,131.77700000000002,1,30
349,sighted,sighted,131.77700000000002,132.374,1,30
350,i,i,132.749,132.898,1,30
351,tried,tried,132.898,133.184,1,30
352,the,the,133.184,133.293,1,30
353,experiment,experiment,133.293,133.953,1,30
354,of,of,133.953,134.013,1,30
355,showing,showing,134.013,134.404,1,30
356,them,them,134.404,134.57299999999998,1,30
357,my,my,134.57299999999998,134.77700000000002,1,30
358,drawing,drawing,134.77700000000002,135.154,1,30
359,number,number,135.154,135.472,1,30
360,one,one,135.472,135.82299999999998,1,30
361,that,that,135.82299999999998,135.94899999999998,1,30
362,i've,i,135.94899999999998,136.054,1,30
363,always,always,136.149,136.524,1,30
364,kept,kept,136.524,136.958,1,30
365,i,i,137.526,137.66299999999998,1,31
366,wanted,wanted,137.66299999999998,137.991,1,31
367,to,to,137.991,138.11700000000002,1,31
368,know,know,138.11700000000002,138.321,1,31
369,if,if,138.321,138.441,1,31
370,they,they,138.441,138.54,1,31
371,were,were,138.54,138.689,1,31
372,really,really,138.689,139.136,1,31
373,a,a,139.136,139.201,1,31
374,person,person,139.201,139.621,1,31
375,of,of,139.621,139.721,1,31
376,true,true,139.721,139.983,1,31
377,understanding,understanding,139.983,140.736,1,31
378,but,but,141.444,141.579,1,31
379,they,they,141.579,141.707,1,31
380,always,always,141.707,142.159,1,31
381,responded,responded,142.159,142.874,1,31
382,it's,it,143.322,143.488,1,31
383,a,a,143.565,143.629,1,31
384,hat,hat,143.629,144.08700000000002,1,31
385,so,so,145.045,145.22,1,32
386,i,i,145.22,145.363,1,32
387,would,would,145.363,145.51,1,32
388,never,never,145.51,145.841,1,32
389,speak,speak,145.841,146.19,1,32
390,to,to,146.19,146.31,1,32
391,them,them,146.31,146.47,1,32
392,of,of,146.47,146.66,1,32
393,boa,boa,146.66,146.93,1,32
394,constrictors,constrictors,146.93,147.936,1,32
395,nor,nor,147.936,148.15,1,32
396,of,of,148.15,148.27,1,32
397,primeval,primeval,148.27,148.95,1,32
398,forests,forests,148.95,149.786,1,32
399,nor,nor,149.786,150.0,1,32
400,of,of,150.0,150.09,1,32
401,the,the,150.09,150.19799999999998,1,32
402,stars,stars,150.19799999999998,150.833,1,32
403,i,i,151.531,151.626,1,33
404,put,put,151.626,151.846,1,33
405,myself,myself,151.846,152.283,1,33
406,at,at,152.283,152.416,1,33
407,their,their,152.416,152.643,1,33
408,level,level,152.643,153.056,1,33
409,i,i,153.44,153.835,1,34
410,talked,talked,153.835,154.125,1,34
411,to,to,154.125,154.225,1,34
412,them,them,154.225,154.38,1,34
413,about,about,154.38,154.708,1,34
414,bridge,bridge,154.708,155.334,1,34
415,golf,golf,155.57299999999998,156.028,1,34
416,politics,politics,156.282,156.957,1,34
417,and,and,156.957,157.19899999999998,1,34
418,neckties,neckties,157.19899999999998,157.892,1,34
419,and,and,158.57,158.675,1,35
420,the,the,158.675,158.756,1,35
421,grownup,grownup,158.756,159.335,1,35
422,was,was,159.335,159.615,1,35
423,glad,glad,159.615,160.045,1,35
424,to,to,160.045,160.175,1,35
425,know,know,160.175,160.451,1,35
426,such,such,160.451,160.675,1,35
427,a,a,160.675,160.738,1,35
428,sensible,sensible,160.738,161.485,1,35
429,man,man,161.485,161.889,1,35
430,so,so,163.261,163.425,1,36
431,i,i,163.425,163.606,1,36
432,lived,lived,163.606,163.895,1,36
433,alone,alone,163.895,164.486,1,36
434,without,without,164.486,164.925,1,37
435,anyone,anyone,164.925,165.356,1,37
436,i,i,165.356,165.465,1,37
437,could,could,165.465,165.696,1,37
438,really,really,165.696,166.025,1,37
439,talk,talk,166.025,166.375,1,37
440,to,to,166.375,166.62900000000002,1,37
441,until,until,167.03799999999998,167.273,1,38
442,a,a,167.273,167.373,1,38
443,breakdown,breakdown,167.373,168.033,1,38
444,in,in,168.033,168.113,1,38
445,the,the,168.113,168.19299999999998,1,38
446,sahara,sahara,168.19299999999998,168.683,1,38
447,desert,desert,168.683,169.16299999999998,1,38
448,six,six,169.16299999999998,169.463,1,38
449,years,years,169.463,169.713,1,38
450,ago,ago,169.713,170.017,1,38
451,something,something,170.856,171.231,1,39
452,had,had,171.231,171.41099999999997,1,39
453,broken,broken,171.41099999999997,171.821,1,39
454,in,in,171.821,171.91099999999997,1,39
455,my,my,171.91099999999997,172.081,1,39
456,engine,engine,172.081,172.58,1,39
457,and,and,173.02900000000002,173.204,1,40
458,as,as,173.204,173.34400000000002,1,40
459,i,i,173.34400000000002,173.484,1,40
460,had,had,173.484,173.764,1,40
461,with,with,173.764,173.94400000000002,1,40
462,me,me,173.94400000000002,174.114,1,40
463,neither,neither,174.114,174.514,1,40
464,a,a,174.514,174.544,1,40
465,mechanic,mechanic,174.544,175.204,1,40
466,nor,nor,175.204,175.424,1,40
467,any,any,175.424,175.644,1,40
468,passengers,passengers,175.644,176.433,1,40
469,i,i,176.787,176.942,1,40
470,readied,readied,176.942,177.322,1,40
471,myself,myself,177.322,177.80200000000002,1,40
472,to,to,177.80200000000002,177.912,1,40
473,try,try,177.912,178.262,1,40
474,and,and,178.262,178.412,1,40
475,carry,carry,178.412,178.952,1,40
476,out,out,178.952,179.30200000000002,1,40
477,all,all,179.30200000000002,179.442,1,40
478,alone,alone,179.442,179.99200000000002,1,40
479,the,the,179.99200000000002,180.082,1,40
480,difficult,difficult,180.082,180.622,1,40
481,repairs,repairs,180.622,181.221,1,40
482,for,for,182.039,182.124,1,41
483,me,me,182.124,182.264,1,41
484,it,it,182.264,182.524,1,41
485,was,was,182.524,182.664,1,41
486,a,a,182.664,182.704,1,41
487,matter,matter,182.704,183.054,1,41
488,of,of,183.054,183.164,1,41
489,life,life,183.164,183.444,1,41
490,or,or,183.444,183.564,1,41
491,death,death,183.564,184.092,1,41
492,i,i,184.611,184.656,1,42
493,had,had,184.656,184.846,1,42
494,hardly,hardly,184.846,185.276,1,42
495,enough,enough,185.276,185.626,1,42
496,water,water,185.626,185.886,1,42
497,to,to,185.886,186.006,1,42
498,drink,drink,186.006,186.376,1,42
499,for,for,186.376,186.526,1,42
500,a,a,186.526,186.586,1,42
501,week,week,186.586,187.0,1,42
502,the,the,188.148,188.243,1,43
503,first,first,188.243,188.623,1,43
504,night,night,188.623,188.893,1,43
505,i,i,188.893,188.993,1,43
506,went,went,188.993,189.213,1,43
507,to,to,189.213,189.273,1,43
508,sleep,sleep,189.273,189.593,1,43
509,on,on,189.593,189.713,1,43
510,the,the,189.713,189.783,1,43
511,sand,sand,189.783,190.332,1,43
512,a,a,190.532,190.587,1,43
513,thousand,thousand,190.587,191.157,1,43
514,miles,miles,191.157,191.607,1,43
515,from,from,191.607,191.767,1,43
516,any,any,191.767,192.057,1,43
517,human,human,192.057,192.417,1,43
518,habitation,habitation,192.417,193.171,1,43
519,i,i,193.62,194.015,1,44
520,was,was,194.015,194.185,1,44
521,more,more,194.185,194.445,1,44
522,isolated,isolated,194.445,195.145,1,44
523,than,than,195.145,195.275,1,44
524,a,a,195.275,195.345,1,44
525,shipwrecked,shipwrecked,195.345,195.985,1,44
526,sailor,sailor,195.985,196.349,1,44
527,on,on,196.349,196.525,1,44
528,a,a,196.525,196.71,1,44
529,raft,raft,196.71,197.085,1,44
530,in,in,197.085,197.175,1,44
531,the,the,197.175,197.255,1,44
532,middle,middle,197.255,197.495,1,44
533,of,of,197.495,197.595,1,44
534,the,the,197.595,197.785,1,44
535,ocean,ocean,197.785,198.164,1,44
536,so,so,198.772,198.917,1,45
537,you,you,198.917,199.067,1,45
538,can,can,199.067,199.237,1,45
539,imagine,imagine,199.237,199.677,1,45
540,my,my,199.677,199.817,1,45
541,surprise,surprise,199.817,200.662,1,45
542,when,when,200.926,201.091,1,45
543,at,at,201.091,201.211,1,45
544,daybreak,daybreak,201.211,202.201,1,45
545,a,a,202.201,202.251,1,45
546,funny,funny,202.251,202.611,1,45
547,little,little,202.611,202.941,1,45
548,voice,voice,202.941,203.461,1,45
549,woke,woke,203.461,203.681,1,45
550,me,me,203.681,203.801,1,45
551,up,up,203.801,203.985,1,45
552,it,it,204.758,204.933,1,46
553,said,said,204.933,205.248,1,46
554,please,please,205.936,206.466,1,46
555,draw,draw,207.02,207.195,1,46
556,me,me,207.195,207.325,1,46
557,a,a,207.325,207.405,1,46
558,sheep,sheep,207.405,208.065,1,46
559,what,what,208.623,209.028,1,47
560,draw,draw,209.901,210.056,1,48
561,me,me,210.056,210.246,1,48
562,a,a,210.246,210.286,1,48
563,sheep,sheep,210.286,210.981,1,48
564,i,i,212.008,212.123,1,49
565,jumped,jumped,212.123,212.473,1,49
566,to,to,212.473,212.553,1,49
567,my,my,212.553,212.753,1,49
568,feet,feet,212.753,213.033,1,49
569,as,as,213.033,213.143,1,49
570,if,if,213.143,213.273,1,49
571,i'd,i,213.273,213.373,1,49
572,been,been,213.453,213.583,1,49
573,struck,struck,213.583,213.993,1,49
574,by,by,213.993,214.183,1,49
575,lightning,lightning,214.183,214.702,1,49
576,i,i,215.037,215.122,1,50
577,rubbed,rubbed,215.122,215.432,1,50
578,my,my,215.432,215.642,1,50
579,eyes,eyes,215.642,216.081,1,50
580,i,i,216.66,216.725,1,51
581,took,took,216.725,216.925,1,51
582,a,a,216.925,216.965,1,51
583,good,good,216.965,217.375,1,51
584,look,look,217.375,217.645,1,51
585,around,around,217.645,218.095,1,51
586,me,me,218.095,218.269,1,51
587,and,and,218.788,219.013,1,51
588,i,i,219.013,219.123,1,51
589,saw,saw,219.123,219.683,1,51
590,a,a,219.683,219.833,1,51
591,quite,quite,219.833,220.243,1,51
592,extraordinary,extraordinary,220.243,221.183,1,51
593,little,little,221.183,221.403,1,51
594,man,man,221.403,221.872,1,51
595,who,who,222.117,222.182,1,51
596,was,was,222.182,222.342,1,51
597,examining,examining,222.342,222.982,1,51
598,me,me,222.982,223.102,1,51
599,seriously,seriously,223.102,223.907,1,51
600,here,here,224.735,224.9,1,52
601,is,is,224.9,225.01,1,52
602,the,the,225.01,225.09,1,52
603,best,best,225.09,225.4,1,52
604,portrait,portrait,225.4,225.92,1,52
605,that,that,225.92,226.16,1,52
606,later,later,226.16,226.61,1,52
607,i,i,226.61,226.72,1,52
608,managed,managed,226.72,227.13,1,52
609,to,to,227.13,227.2,1,52
610,do,do,227.2,227.39,1,52
611,of,of,227.39,227.5,1,52
612,him,him,227.5,227.763,1,52
613,but,but,228.292,228.787,1,53
614,my,my,228.787,229.087,1,53
615,drawing,drawing,229.087,229.427,1,53
616,of,of,229.427,229.537,1,53
617,course,course,229.537,230.107,1,53
618,is,is,230.107,230.317,1,53
619,much,much,230.317,230.607,1,53
620,less,less,230.607,230.927,1,53
621,charming,charming,230.927,231.407,1,53
622,than,than,231.407,231.557,1,53
623,its,its,231.557,231.707,1,53
624,model,model,231.707,232.081,1,53
625,it's,it,232.549,232.634,1,54
626,not,not,232.674,232.814,1,54
627,my,my,232.814,233.004,1,54
628,fault,fault,233.004,233.399,1,54
629,i,i,233.803,233.888,1,55
630,was,was,233.888,234.018,1,55
631,discouraged,discouraged,234.018,234.708,1,55
632,in,in,234.708,234.798,1,55
633,my,my,234.798,234.948,1,55
634,career,career,234.948,235.348,1,55
635,as,as,235.348,235.468,1,55
636,a,a,235.468,235.508,1,55
637,painter,painter,235.508,235.928,1,55
638,by,by,235.928,236.058,1,55
639,the,the,236.058,236.138,1,55
640,grownups,grownups,236.138,236.658,1,55
641,at,at,236.658,236.738,1,55
642,the,the,236.738,236.888,1,55
643,age,age,236.888,237.098,1,55
644,of,of,237.098,237.168,1,55
645,six,six,237.168,237.642,1,55
646,and,and,238.071,238.166,1,56
647,i,i,238.166,238.266,1,56
648,hadn't,had,238.266,238.586,1,56
649,learned,learned,238.616,238.906,1,56
650,to,to,238.906,238.976,1,56
651,draw,draw,238.976,239.206,1,56
652,anything,anything,239.206,239.626,1,56
653,except,except,239.626,240.166,1,56
654,boa,boa,240.166,240.396,1,56
655,constrictors,constrictors,240.396,241.196,1,56
656,closed,closed,241.196,241.726,1,56
657,and,and,241.726,241.846,1,56
658,open,open,241.846,242.21400000000003,1,56
659,i,i,243.227,243.602,1,57
660,stared,stared,243.602,244.022,1,57
661,at,at,244.022,244.142,1,57
662,this,this,244.142,244.342,1,57
663,sudden,sudden,244.342,244.692,1,57
664,apparition,apparition,244.692,245.472,1,57
665,wide,wide,245.472,245.972,1,57
666,eyed,eyed,245.972,246.252,1,57
667,with,with,246.252,246.362,1,57
668,astonishment,astonishment,246.362,247.125,1,57
669,remember,remember,247.34,248.065,1,58
670,that,that,248.065,248.235,1,58
671,i,i,248.235,248.345,1,58
672,was,was,248.345,248.545,1,58
673,a,a,248.545,248.595,1,58
674,thousand,thousand,248.595,249.235,1,58
675,miles,miles,249.235,249.695,1,58
676,from,from,249.695,249.955,1,58
677,any,any,249.955,250.275,1,58
678,inhabited,inhabited,250.275,250.825,1,58
679,region,region,250.825,251.234,1,58
680,and,and,251.703,251.868,1,59
681,yet,yet,251.868,252.078,1,59
682,this,this,252.078,252.308,1,59
683,little,little,252.308,252.548,1,59
684,fellow,fellow,252.548,252.948,1,59
685,seemed,seemed,252.948,253.298,1,59
686,neither,neither,253.298,253.748,1,59
687,lost,lost,253.748,254.218,1,59
688,nor,nor,254.218,254.548,1,59
689,half,half,254.548,254.868,1,59
690,dead,dead,254.868,255.068,1,59
691,with,with,255.068,255.248,1,59
692,fatigue,fatigue,255.248,255.771,1,59
693,nor,nor,256.076,256.241,1,59
694,starved,starved,256.241,256.891,1,59
695,or,or,256.891,257.011,1,59
696,dying,dying,257.011,257.431,1,59
697,of,of,257.431,257.531,1,59
698,thirst,thirst,257.531,257.961,1,59
699,or,or,257.961,258.041,1,59
700,fear,fear,258.041,258.43,1,59
701,he,he,259.448,259.583,1,60
702,looked,looked,259.583,259.833,1,60
703,nothing,nothing,259.833,260.333,1,60
704,like,like,260.333,260.593,1,60
705,a,a,260.593,260.633,1,60
706,child,child,260.633,261.193,1,60
707,lost,lost,261.193,261.453,1,60
708,in,in,261.453,261.553,1,60
709,the,the,261.553,261.663,1,60
710,middle,middle,261.663,261.873,1,60
711,of,of,261.873,261.993,1,60
712,the,the,261.993,262.063,1,60
713,desert,desert,262.063,262.853,1,60
714,a,a,262.853,262.883,1,60
