sentence_index,section,onset,offset,word
32,1,164.37,169.56,alors je ne lui parlais ni de serpents boas ni de forêts vierges ni d' étoiles
33,1,170.18,171.68,je me mettais à sa portée
34,1,172.17,176.27,je lui parlais de bridge de golf de politique et de cravates
35,1,177.09,181.43,et la grande personne était bien contente de connaître un homme aussi raisonnable
36,1,184.59,186.2,j' ai ainsi vécu seul
37,1,186.4,188.96,sans personne avec qui parler véritablement
38,1,189.28,193.13,jusqu' à une panne dans le désert du sahara il y a six ans
39,1,194.07,196.31,quelque chose s' était cassé dans mon moteur
40,1,196.85,206.36,et comme je n' avais avec moi ni mécanicien ni passagers je me préparai à essayer de réussir tout seul une réparation difficile
41,1,207.21,209.96,c' était pour moi une question de vie ou de mort
42,1,210.4,213.23,j' avais à peine de l' eau à boire pour huit jours
43,1,214.17,219.85,le premier soir je me suis donc endormi sur le sable à mille milles de toute terre habitée
44,1,220.53,224.61,j' étais bien plus isolé qu' un naufragé sur un radeau au milieu de l' océan
45,1,225.44,232.35,alors vous imaginez ma surprise au lever du jour quand une drôle de petite voix m' a réveillé
46,1,233.2,237.07,elle disait s' il vous plaît dessine -moi un mouton
47,1,238.01,238.42,hein
48,1,239.6,240.93,dessine -moi un mouton
49,1,242.02,245.62,j' ai sauté sur mes pieds comme si j' avais été frappé par la foudre
50,1,246.1,247.61,j' ai bien frotté mes yeux
51,1,247.92,255.73,j' ai bien regardé et j' ai vu un petit bonhomme tout à fait extraordinaire qui me considérait gravement
52,1,256.53,260.87,voilà le meilleur portrait que plus tard j' ai réussi à faire de lui
53,1,261.55,265.44,mais mon dessin bien sûr est beaucoup moins ravissant que le modèle
54,1,266.44,267.43,ce n' est pas ma faute
55,1,267.87,272.7,j' avais été découragé dans ma carrière de peintre par les grandes personnes à l' âge de six ans
56,1,273.11,277.93,et je n' avais rien appris à dessiner sauf les boas fermés et les boas ouverts
57,1,279.16,283.45,je regardai donc cette apparition avec des yeux tout ronds d' étonnement
58,1,284.13,287.76,n' oubliez pas que je me trouvais à mille milles de toute région habitée
59,1,288.77,296.97,or mon petit bonhomme ne me semblait ni égaré ni mort de fatigue ni mort de faim ni mort de soif ni mort de peur
60,1,297.77,304.05,il n' avait en rien l' apparence d' un enfant perdu au milieu du désert à mille milles de toute région habitée
61,1,304.93,310.5,quand je réussis enfin à parler je lui dis mais qu' est -ce que tu fais là
62,1,311.65,319.82,et il me répéta alors tout doucement comme une chose très sérieuse s' il vous plaît dessine -moi un mouton
63,1,321.31,324.69,quand le mystère est trop impressionnant on n' ose pas désobéir
64,1,325.8,336.93,aussi absurde que cela me semblât à mille milles de tous les endroits habités et en danger de mort je sortis de ma poche une feuille de papier et un stylographe
65,1,337.9,349.54,mais je me rappelai alors que j' avais surtout étudié la géographie l' histoire le calcul et la grammaire et je dis au petit bonhomme avec un peu de mauvaise humeur que je ne savais pas dessiner
66,1,350.54,352.58,il me répondit ça ne fait rien
67,1,353.13,354.17,dessine -moi un mouton
68,1,355.34,361.88,comme je n' avais jamais dessiné un mouton je refis pour lui l' un des deux seuls dessins dont j' étais capable
69,1,362.54,363.84,celui du boa fermé
70,1,364.78,370.4,et je fus stupéfait d' entendre le petit bonhomme me répondre non non
71,1,370.54,372.28,je ne veux pas d' un éléphant dans un boa
72,1,372.78,374.11,un boa c' est très dangereux
73,1,374.33,375.79,et un éléphant c' est très encombrant
74,1,376.27,377.52,chez moi c' est tout petit
75,1,377.94,379.13,j' ai besoin d' un mouton
76,1,379.6,380.69,dessine -moi un mouton
77,1,381.64,382.85,alors j' ai dessiné
78,1,383.57,386.49,il regarda attentivement puis non
79,1,386.83,388.35,celui -là est très malade
80,1,388.66,389.43,fais -en un autre
81,1,390.18,391.02,je dessinai
82,1,391.77,394.5,mon ami sourit gentiment avec indulgence
83,1,395.0,397.06,tu vois bien ce n' est pas un mouton
84,1,397.06,399.18,c' est un bélier il a des cornes
85,1,400.34,402.36,je refis donc encore mon dessin
86,1,402.93,405.36,mais il fut refusé comme les précédents
87,1,406.31,407.52,celui -là est trop vieux
88,1,407.83,409.71,je veux un mouton qui vive longtemps
89,1,410.69,412.5,alors faute de patience
90,1,412.82,419.7,comme j' avais hâte de commencer le démontage de mon moteur je griffonnai ce dessin -ci et je lançai
91,1,420.15,421.36,ça c' est la caisse
92,1,421.6,423.28,le mouton que tu veux est dedans
93,1,424.25,428.47,mais je fus bien surpris de voir s' illuminer le visage de mon jeune juge
94,1,429.03,431.2,c' est tout a fait comme ça que je le voulais
95,1,431.73,433.63,crois -tu qu' il faille beaucoup d' herbe à ce mouton
96,1,434.51,434.92,pourquoi
97,1,435.67,437.27,parce que chez moi c' est tout petit
98,1,438.01,439.13,ça suffira sûrement
99,1,439.39,440.9,je t' ai donné un tout petit mouton
100,1,441.8,443.44,il pencha la tête vers le dessin
101,1,444.45,445.43,pas si petit que ça
102,1,446.06,446.4,tiens
103,1,446.77,447.55,il s' est endormi
104,1,448.802138,452.02,et c' est ainsi que je fis la connaissance du petit prince
105,1,455.085379,458.1,il me fallut longtemps pour comprendre d' où il venait
106,1,458.794955,461.58,le petit prince qui me posait beaucoup de questions
107,1,461.89,464.2,ne semblait jamais entendre les miennes
108,1,464.97,469.75,ce sont des mots prononcés par hasard qui peu à peu m' ont tout révélé
109,1,470.53,473.68,ainsi quand il aperçut pour la première fois mon avion
110,1,474.24,476.11,je ne dessinerai pas mon avion
111,1,476.38,478.58,c' est un dessin beaucoup trop compliqué pour moi
112,1,479.45,482.59,il me demanda qu' est -ce que c' est que cette chose -là
113,1,483.75,484.83,ce n' est pas une chose
114,1,485.16,485.83,ça vole
115,1,486.09,486.82,c' est un avion
116,1,487.22,487.99,c' est mon avion
117,1,488.91,491.05,et j' étais fier de lui apprendre que je volais
118,1,491.86,495.77,alors il s' écria comment tu es tombé du ciel
119,1,496.55,498.2,oui fis -je modestement
120,1,499.2,500.63,ah ça c' est drôle
121,1,501.13,504.1,et le petit prince eut un très joli éclat de rire
122,1,504.1,505.42,qui m' irrita beaucoup
123,1,506.01,508.25,je désire que l' on prenne mes malheurs au sérieux
124,1,509.08,512.82,puis il ajouta alors toi aussi tu viens du ciel
125,1,513.32,514.45,de quelle planète es -tu
126,1,515.64,519.91,j' entrevis aussitôt une lueur dans le mystère de sa présence
127,1,520.16,523.88,et j' interrogeai brusquement tu viens donc d' une autre planète
128,1,525.19,526.48,mais il ne me répondit pas
129,1,527.01,530.12,il hochait la tête doucement tout en regardant mon avion
130,1,531.34,534.38,c' est vrai que là -dessus tu ne peux pas venir de bien loin
131,1,535.52,538.53,et il s' enfonça dans une rêverie qui dura longtemps
132,1,539.33,544.45,puis sortant mon mouton de sa poche il se plongea dans la contemplation de son trésor
133,1,545.84,552.79,vous imaginez combien j' avais pu être intrigué par cette demi -confidence sur les autres planètes
134,1,553.36,555.34,je m' efforçai donc d' en savoir plus long
135,1,556.16,558.05,d' où viens -tu mon petit bonhomme
136,1,558.59,559.55,où est -ce chez toi
137,1,560.23,561.79,où veux -tu emporter mon mouton
138,1,562.95,571.33,il me répondit après un silence méditatif ce qui est bien avec la caisse que tu m' as donnée c' est que la nuit ça lui servira de maison
139,1,572.19,576.11,bien sûr et si tu es gentil je te donnerai aussi une corde
140,1,576.11,578.7,pour l' attacher pendant le jour et un piquet
141,1,579.51,582.03,la proposition parut choquer le petit prince
142,1,582.55,583.42,l' attacher
143,1,583.74,584.64,quelle drôle d' idée
144,1,585.49,587.94,mais si tu ne l' attaches pas il ira n' importe où
145,1,588.12,588.93,et il se perdra
146,1,590.11,592.59,et mon ami eut un nouvel éclat de rire
147,1,593.36,594.62,mais où veux -tu qu' il aille
148,1,595.37,597.05,n' importe où droit devant lui
149,1,597.84,601.72,alors le petit prince remarqua gravement ça ne fait rien
150,1,602.0,603.45,c' est tellement petit chez moi
151,1,604.34,610.38,et avec un peu de mélancolie peut -être il ajouta droit devant soi on ne peut pas aller bien loin
152,2,3.11,11.56,j' avais ainsi appris une seconde chose très importante c' est que sa planète d' origine était à peine plus grande qu' une maison
153,2,12.27,13.86,ça ne pouvait pas m' étonner beaucoup
154,2,14.5,23.18,je savais bien qu' en dehors des grosses planètes comme la terre jupiter mars vénus auxquelles on a donné des noms il y en a des centaines d' autres
155,2,23.18,28.41,qui sont quelquefois si petites qu' on a beaucoup de mal à les apercevoir au télescope
156,2,29.45,34.04,quand un astronome découvre l' une d' elles il lui donne pour nom un numéro
157,2,34.77,39.095174,il l' appelle par exemple l' astéroïde 3251
158,2,40.18323400000001,46.94,j' ai de sérieuses raisons de croire que la planète d' où venait le petit prince est l' astéroïde b 612
159,2,47.9,51.39,cet astéroïde n' a été aperçu qu' une fois au télescope
160,2,51.59,54.57,en 1909 par un astronome turc
161,2,55.36,61.49,il avait fait alors une grande démonstration de sa découverte à un congrès international d' astronomie
162,2,62.16,65.06,mais personne ne l' avait cru à cause de son costume
163,2,65.68,67.04,les grandes personnes sont comme ça
164,2,68.27,78.5,heureusement pour la réputation de l' astéroïde b 612 un dictateur turc imposa à son peuple sous peine de mort de s' habiller à l' européenne
165,2,79.53,84.62,l' astronome refit sa démonstration en 1920 dans un habit très élégant
166,2,85.19,87.83,et cette fois -ci tout le monde fut de son avis
167,2,89.205748,97.53,si je vous ai raconté ces détails sur l' astéroïde b 612 et si je vous ai confié son numéro c' est à cause des grandes personnes
168,2,101.02,105.33,quand vous leur parlez d' un nouvel ami elles ne vous questionnent jamais sur l' essentiel
169,2,105.97,108.77,elles ne vous disent jamais quel est le son de sa voix
170,2,109.29,110.81,quels sont les jeux qu' il préfère
171,2,111.26,112.84,est -ce qu' il collectionne les papillons
172,2,113.66,115.79,elles vous demandent quel âge a -t -il
173,2,116.17,117.44,combien a -t -il de frères
174,2,117.72,118.83,combien pèse -t -il
175,2,119.4,120.69,combien gagne son père
176,2,121.89,124.21,alors seulement elles croient le connaître
177,2,124.91,129.71,si vous dites aux grandes personnes j' ai vu une belle maison en briques roses
178,2,129.71,132.78,avec des géraniums aux fenêtres et des colombes sur le toit
179,2,133.6,135.75,elles ne parviennent pas à s' imaginer cette maison
180,2,136.3,139.66,il faut leur dire j' ai vu une maison de cent mille francs
181,2,140.41,143.33,alors elles s' écrient comme c' est joli
182,2,144.61,150.93,ainsi si vous leur dites la preuve que le petit prince a existé c' est qu' il était ravissant
183,2,151.26,153.4,qu' il riait et qu' il voulait un mouton
184,2,154.01,155.08,quand on veut un mouton
185,2,155.28,156.63,c' est la preuve qu' on existe
186,2,157.53,158.96,elles hausseront les épaules
187,2,159.05,160.33,et vous traiteront d' enfant
188,2,161.13,166.45,mais si vous leur dites la planète d' où il venait est l' astéroïde b 612
189,2,167.07,168.946269,alors elles seront convaincues
190,2,169.170248,171.25,et elles vous laisseront tranquille avec leurs questions
191,2,171.86,172.59,elles sont comme ça
192,2,173.19,178.45,il ne faut pas leur en vouloir les enfants doivent être très indulgents envers les grandes personnes
193,2,179.35,183.62,mais bien sûr nous qui comprenons la vie nous nous moquons bien des numéros
194,2,184.59,187.88,j' aurais aimé commencer cette histoire à la façon des contes de fées
195,2,188.33,194.51,j' aurais aimé dire il était une fois un petit prince qui habitait une planète à peine plus grande que lui
196,2,194.88,196.3,et qui avait besoin d' un ami
197,2,197.35,200.5,pour ceux qui comprennent la vie ça aurait eu l' air beaucoup plus vrai
198,2,201.45,203.7,car je n' aime pas qu' on lise mon livre à la légère
199,2,204.27,207.24,j' éprouve tant de chagrin à raconter ces souvenirs
200,2,208.192971,211.84,il y a six ans déjà que mon ami s' en est allé avec son mouton
201,2,212.78,216.5,si j' essaie ici de le décrire c' est afin de ne pas l' oublier
202,2,217.18,218.82,c' est triste d' oublier un ami
203,2,219.46,220.99,tout le monde n' a pas eu un ami
204,2,221.9,225.75,et je puis devenir comme les grandes personnes qui ne s' intéressent plus qu' aux chiffres
205,2,226.83,230.88,c' est donc pour ça encore que j' ai acheté une boîte de couleurs et des crayons
206,2,231.79,241.96,c' est dur de se remettre au dessin à mon âge quand on n' a jamais fait d' autres tentatives que celle d' un boa fermé et celle d' un boa ouvert à l' âge de six ans
207,2,242.72,246.98,j' essaierai bien sûr de faire des portraits le plus ressemblants possible
208,2,247.54,249.91,mais je ne suis pas tout à fait certain de réussir
209,2,250.6,251.42,un dessin va
210,2,251.72,253.04,et l' autre ne ressemble plus
211,2,253.82,255.81,je me trompe un peu aussi sur la taille
212,2,256.5,258.14,ici le petit prince est trop grand
213,2,258.6,259.89,là il est trop petit
214,2,260.52,262.89,j' hésite aussi sur la couleur de son costume
215,2,263.78,267.34,alors je tâtonne comme ci et comme ça tant bien que mal
216,2,268.17,271.03,je me tromperai enfin sur certains détails plus importants
217,2,271.65,273.55,mais ça il faudra me le pardonner
218,2,274.4,276.91,mon ami ne donnait jamais d' explications
219,2,277.65,279.54,il me croyait peut -être semblable à lui
220,2,280.3,284.78,mais moi malheureusement je ne sais pas voir les moutons à travers les caisses
221,2,285.48,287.56,je suis peut -être un peu comme les grandes personnes
222,2,288.16,289.12,j' ai dû vieillir
223,2,292.38,297.83,chaque jour j' apprenais quelque chose sur la planète sur le départ sur le voyage
224,2,298.74,301.57,ça venait tout doucement au hasard des réflexions
225,2,302.69,307.67,c' est ainsi que le troisième jour je connus le drame des baobabs
226,2,308.63,310.84,cette fois -ci encore ce fut grâce au mouton
227,2,311.33,316.3,car brusquement le petit prince m' interrogea comme pris d' un doute grave
228,2,317.579046,320.78,c' est bien vrai n' est -ce pas que les moutons mangent les arbustes
229,2,321.56,322.18,oui c' est vrai
230,2,323.15,324.7,ah je suis content
231,2,325.45,329.84,je ne compris pas pourquoi il était si important que les moutons mangeassent les arbustes
232,2,330.33,334.73,mais le petit prince ajouta par conséquent ils mangent aussi les baobabs
233,2,335.64,341.47,je fis remarquer au petit prince que les baobabs ne sont pas des arbustes mais des arbres grands comme des églises
234,2,341.88,348.97,et que si même il emportait avec lui tout un troupeau d' éléphants ce troupeau ne viendrait pas à bout d' un seul baobab
235,2,350.21,353.23,l' idée du troupeau d' éléphants fit rire le petit prince
236,2,353.74,355.94,il faudrait les mettre les uns sur les autres
237,2,357.07,362.76,mais il remarqua avec sagesse les baobabs avant de grandir ça commence par être petit
238,2,363.793702,364.56,c' est exact
239,2,364.93,367.86,mais pourquoi veux -tu que tes moutons mangent les petits baobabs
240,2,368.89,371.33,il me répondit ben voyons
241,2,372.01,374.21,comme s' il s' agissait là d' une évidence
242,2,375.06,380.18,et il me fallut un grand effort d' intelligence pour comprendre à moi seul ce problème
243,2,381.49,395.32,et en effet sur la planète du petit prince il y avait comme sur toutes les planètes de bonnes herbes et de mauvaises herbes par conséquent de bonnes graines de bonnes herbes et de mauvaises graines de mauvaises herbes
244,2,396.03,397.63,mais les graines sont invisibles
245,2,398.06,403.83,elles dorment dans le secret de la terre jusqu' à ce qu' il prenne fantaisie à l' une d' elles de se réveiller
246,2,404.57,412.23,alors elle s' étire et pousse d' abord timidement vers le soleil une ravissante petite brindille inoffensive
247,2,413.04,418.1,s' il s' agit d' une brindille de radis ou de rosier on peut la laisser pousser comme elle veut
248,2,418.85,424.83,mais s' il s' agit d' une mauvaise plante il faut arracher la plante aussitôt dès qu' on a su la reconnaître
249,2,425.74,429.57,or il y avait des graines terribles sur la planète du petit prince
250,2,430.36,432.3,c' étaient les graines de baobabs
251,2,433.39,436.14,le sol de la planète en était infesté
252,2,436.93,442.75,or un baobab si l' on s' y prend trop tard on ne peut jamais plus s' en débarrasser
253,2,443.22,445.18,il encombre toute la planète
254,2,445.78,447.56,il la perfore de ses racines
255,2,448.54,454.47,et si la planète est trop petite et si les baobabs sont trop nombreux ils la font éclater
256,2,455.52,457.27,c' est une question de discipline
257,2,457.58,459.38,me disait plus tard le petit prince
258,2,460.15,465.11,quand on a terminé sa toilette du matin il faut faire soigneusement la toilette de la planète
259,2,465.66,468.96,il faut s' astreindre régulièrement à arracher les baobabs
260,2,469.32,474.06,dès qu' on les distingue d' avec les rosiers auxquels ils ressemblent beaucoup quand ils sont très jeunes
261,2,474.63,477.28,c' est un travail très ennuyeux mais très facile
262,2,478.74,485.8,et un jour il me conseilla de m' appliquer à réussir un beau dessin pour bien faire entrer ça dans la tête des enfants de chez moi
263,2,486.82,490.71,s' ils voyagent un jour me disait -il ça pourra leur servir
264,2,491.29,499.57,il est quelquefois sans inconvénient de remettre à plus tard son travail mais s' il s' agit des baobabs c' est toujours une catastrophe
265,2,500.12,502.81,j' ai connu une planète habitée par un paresseux
266,2,503.34,505.32,il avait négligé trois arbustes
267,2,506.38,510.92,et sur les indications du petit prince j' ai dessiné cette planète -là
268,2,512.07,514.19,je n' aime guère prendre le ton d' un moraliste
269,2,514.76,517.13,mais le danger des baobabs est si peu connu
270,2,517.46,522.39,et les risques courus par celui qui s' égarerait dans un astéroïde sont si considérables
271,2,522.9,526.21,que pour une fois je fais exception à ma réserve
272,2,526.72,530.29,je dis enfants faites attention aux baobabs
273,2,531.44,539.63,c' est pour avertir mes amis d' un danger qu' ils frôlaient depuis longtemps comme moi -même sans le connaître que j' ai tant travaillé ce dessin -là
274,2,540.4,541.67,la leçon que je donnais
275,2,541.78,542.84,en valait la peine
276,2,543.56,550.81,vous vous demanderez peut -être pourquoi n' y a -t -il pas dans ce livre d' autres dessins aussi grandioses que le dessin des baobabs
277,2,551.72,553.07,la réponse est bien simple
278,2,553.66,556.06,j' ai essayé mais je n' ai pas pu réussir
279,2,556.93,561.92,quand j' ai dessiné les baobabs j' ai été animé par le sentiment de l' urgence
280,2,565.17,571.1,ah petit prince j' ai compris peu à peu ainsi ta petite vie mélancolique
281,2,571.87,576.18,tu n' avais eu longtemps pour distraction que la douceur des couchers de soleil
282,2,576.83,580.11,j' ai appris ce détail nouveau le quatrième jour au matin
283,2,580.45,583.53,quand tu m' as dit j' aime bien les couchers de soleil
284,2,583.91,585.34,allons voir un coucher de soleil
285,2,586.28,587.33,mais il faut attendre
286,2,588.08,588.79,attendre quoi
287,2,589.55,591.11,attendre que le soleil se couche
288,2,592.04,594.12,tu as eu l' air très surpris d' abord
289,2,594.52,596.01,et puis tu as ri de toi -même
290,2,596.72,599.04,et tu m' as dit je me crois toujours chez moi
291,2,600.11,606.45,en effet quand il est midi aux états -unis le soleil tout le monde le sait se couche sur la france
292,2,607.06,612.05,il suffirait de pouvoir aller en france en une minute pour assister au coucher du soleil
293,2,612.74,615.86,malheureusement la france est bien trop éloignée
294,2,616.72,621.91,mais sur ta si petite planète il te suffisait de tirer ta chaise de quelques pas
295,2,622.78,625.99,et tu regardais le crépuscule chaque fois que tu le désirais
296,2,627.03,630.15,un jour j' ai vu le soleil se coucher quarante -quatre fois
297,2,631.14,637.31,et un peu plus tard tu ajoutais tu sais quand on est tellement triste on aime les couchers de soleil
298,2,638.35,641.34,le jour des quarante -quatre fois tu étais donc tellement triste
299,2,642.1,643.9,mais le petit prince ne répondit pas
300,3,3.06,8.87,le cinquième jour toujours grâce au mouton ce secret de la vie du petit prince me fut révélé
301,3,9.65,16.35,il me demanda avec brusquerie sans préambule comme le fruit d' un problème longtemps médité en silence
302,3,17.17,20.52,un mouton s' il mange les arbustes il mange aussi les fleurs
303,3,21.35,23.28,un mouton mange tout ce qu' il rencontre
304,3,24.33,25.78,même les fleurs qui ont des épines
305,3,26.71,28.76,oui même les fleurs qui ont des épines
306,3,29.86,32.09,alors les épines à quoi servent -elles
307,3,33.28,34.21,je ne le savais pas
308,3,34.86,39.89,j' étais alors très occupé à essayer de dévisser un boulon trop serré de mon moteur
309,3,40.66,45.32,j' étais très soucieux car ma panne commençait de m' apparaître comme très grave
310,3,45.63,47.3,et l' eau à boire qui s' épuisait
311,3,47.5,49.1,me faisait craindre le pire
312,3,49.88,51.94,les épines à quoi servent -elles
313,3,52.75,57.14,le petit prince ne renonçait jamais à une question une fois qu' il l' avait posée
314,3,57.88,59.32,j' étais irrité par mon boulon
315,3,59.59,60.95,et je répondis n' importe quoi
316,3,61.46,62.97,les épines ça ne sert à rien
317,3,63.23,65.48,c' est de la pure méchanceté de la part des fleurs
318,3,66.45,66.8,oh
319,3,67.78,71.79,mais après un silence il me lança avec une sorte de rancune
320,3,72.64,73.49,je ne te crois pas
321,3,74.06,75.25,les fleurs sont faibles
322,3,75.51,76.4,elles sont naïves
323,3,76.83,78.32,elles se rassurent comme elles peuvent
324,3,78.98,80.85,elles se croient terribles avec leurs épines
325,3,81.97,83.09,je ne répondis rien
326,3,83.68,90.07,à cet instant -là je me disais si ce boulon résiste encore je le ferai sauter d' un coup de marteau
327,3,91.32,93.87,le petit prince dérangea de nouveau mes réflexions
328,3,94.999353,96.76,et tu crois toi que les fleurs
329,3,97.2,98.42,mais non mais non
330,3,98.5,99.32,je ne crois rien
331,3,99.63,100.88,j' ai répondu n' importe quoi
332,3,101.35,103.31,je m' occupe moi de choses sérieuses
333,3,104.34,105.95,il me regarda stupéfait
334,3,106.72,108.4,de choses sérieuses
335,3,109.57,116.17,il me voyait mon marteau à la main et les doigts noirs de cambouis penché sur un objet qui lui semblait très laid
336,3,117.46,118.91,tu parles comme les grandes personnes
337,3,119.76,120.92,ça me fit un peu honte
338,3,121.4,123.69,mais impitoyable il ajouta
339,3,124.17,125.17,tu confonds tout
340,3,125.22,126.23,tu mélanges tout
341,3,127.15,128.78,il était vraiment très irrité
342,3,129.48,131.94,il secouait au vent des cheveux tout dorés
343,3,132.92,135.87,je connais une planète où il y a un monsieur cramoisi
344,3,136.47,138.71,il n' a jamais respiré une fleur
345,3,139.14,141.5,il n' a jamais regardé une étoile
346,3,141.91,143.66,il n' a jamais aimé personne
347,3,144.3,146.8,il n' a jamais rien fait d' autre que des additions
348,3,147.67,149.76,et toute la journée il répète comme toi
349,3,150.16,152.8,je suis un homme sérieux je suis un homme sérieux
350,3,153.3,154.94,et ça le fait gonfler d' orgueil
351,3,155.66,156.7,mais ce n' est pas un homme
352,3,156.93,157.94,c' est un champignon
353,3,158.68,159.46,un quoi
354,3,160.3,161.29,un champignon
355,3,162.19,165.65,le petit prince était maintenant tout pâle de colère
356,3,166.57,169.62,il y a des millions d' années que les fleurs fabriquent des épines
357,3,170.12,173.68,il y a des millions d' années que les moutons mangent quand même les fleurs
358,3,174.19,181.14,et ce n' est pas sérieux de chercher à comprendre pourquoi elles se donnent tant de mal pour se fabriquer des épines qui ne servent jamais à rien
359,3,182.09,184.46,ce n' est pas important la guerre des moutons et des fleurs
360,3,185.32,189.42,ce n' est pas plus sérieux et plus important que les additions d' un gros monsieur rouge
361,3,190.44399,193.76,et si je connais moi une fleur unique au monde
362,3,194.08,197.05,qui n' existe nulle part sauf dans ma planète
363,3,197.44,203.74,et qu' un petit mouton peut anéantir d' un seul coup comme ça un matin sans se rendre compte de ce qu' il fait
364,3,204.17,205.49,ce n' est pas important ça
365,3,206.96,208.63,il rougit puis reprit
366,3,209.45,218.11,si quelqu' un aime une fleur qui n' existe qu' à un exemplaire dans les millions et les millions d' étoiles ça suffit pour qu' il soit heureux quand il les regarde
367,3,218.62,221.37,il se dit ma fleur est là quelque part
368,3,222.2,228.5,mais si le mouton mange la fleur c' est pour lui comme si brusquement toutes les étoiles s' éteignaient
369,3,228.5,230.79,et ce n' est pas important ça
370,3,232.34,234.03,il ne put rien dire de plus
371,3,234.49,236.64,il éclata brusquement en sanglots
372,3,237.6,238.82,la nuit était tombée
373,3,239.36,240.64,j' avais lâché mes outils
374,3,241.28,245.86,je me moquais bien de mon marteau de mon boulon de la soif et de la mort
375,3,246.6,253.63,il y avait sur une étoile une planète la mienne la terre un petit prince à consoler
376,3,254.59,255.71,je le pris dans les bras
377,3,256.22,257.07,je le berçai
378,3,257.56,261.01,je lui disais la fleur que tu aimes n' est pas en danger
379,3,261.29,263.41,je lui dessinerai une muselière à ton mouton
380,3,263.91,265.8,je te dessinerai une armure pour ta fleur
381,3,266.34,266.75,je
382,3,267.49,268.91,je ne savais pas trop quoi dire
383,3,269.19,270.91,je me sentais très maladroit
384,3,271.73,273.43,je ne savais comment l' atteindre
385,3,273.75,274.69,où le rejoindre
386,3,275.4,277.87,c' est tellement mystérieux le pays des larmes
387,3,283.9915,286.93,j' appris bien vite à mieux connaître cette fleur
388,3,287.69,295.34,il avait toujours eu sur la planète du petit prince des fleurs très simples ornées d' un seul rang de pétales
389,3,295.74,297.35,et qui ne tenaient point de place
390,3,297.6,299.19,et qui ne dérangeaient personne
391,3,300.32,304.39,elles apparaissaient un matin dans l' herbe et puis elles s' éteignaient le soir
392,3,305.17,309.82,mais celle -là avait germé un jour d' une graine apportée d' on ne sait où
393,3,310.24,316.46,et le petit prince avait surveillé de très près cette brindille qui ne ressemblait pas aux autres brindilles
394,3,317.35,319.62,ça pouvait être un nouveau genre de baobab
395,3,320.58,325.58,mais l' arbuste cessa vite de croître et commença de préparer une fleur
396,3,326.66,335.21,le petit prince qui assistait à l' installation d' un bouton énorme sentait bien qu' il en sortirait une apparition miraculeuse
397,3,335.66,339.38,mais la fleur n' en finissait pas de se préparer à être belle
398,3,339.75,344.65,à l' abri de sa chambre verte elle choisissait avec soin ses couleurs
399,3,345.19,346.67,elle s' habillait lentement
