sentence_index,section,onset,offset,word
35,1,158.57,161.889,and the grownup was glad to know such a sensible man
36,1,163.261,164.486,so i lived alone
37,1,164.486,166.62900000000002,without anyone i could really talk to
38,1,167.03799999999998,170.017,until a breakdown in the sahara desert six years ago
39,1,170.856,172.58,something had broken in my engine
40,1,173.02900000000002,181.221,and as i had with me neither a mechanic nor any passengers i readied myself to try and carry out all alone the difficult repairs
41,1,182.039,184.092,for me it was a matter of life or death
42,1,184.611,187.0,i had hardly enough water to drink for a week
43,1,188.148,193.171,the first night i went to sleep on the sand a thousand miles from any human habitation
44,1,193.62,198.164,i was more isolated than a shipwrecked sailor on a raft in the middle of the ocean
45,1,198.772,203.985,so you can imagine my surprise when at daybreak a funny little voice woke me up
46,1,204.758,208.065,it said please draw me a sheep
47,1,208.623,209.028,what
48,1,209.901,210.981,draw me a sheep
49,1,212.008,214.702,i jumped to my feet as if i'd been struck by lightning
50,1,215.037,216.081,i rubbed my eyes
51,1,216.66,223.907,i took a good look around me and i saw a quite extraordinary little man who was examining me seriously
52,1,224.735,227.763,here is the best portrait that later i managed to do of him
53,1,228.292,232.081,but my drawing of course is much less charming than its model
54,1,232.549,233.399,it's not my fault
55,1,233.803,237.642,i was discouraged in my career as a painter by the grownups at the age of six
56,1,238.071,242.21400000000003,and i hadn't learned to draw anything except boa constrictors closed and open
57,1,243.227,247.125,i stared at this sudden apparition wide eyed with astonishment
58,1,247.34,251.234,remember that i was a thousand miles from any inhabited region
59,1,251.703,258.43,and yet this little fellow seemed neither lost nor half dead with fatigue nor starved or dying of thirst or fear
60,1,259.448,265.456,he looked nothing like a child lost in the middle of the desert a thousand miles from any inhabited region
61,1,266.399,270.616,when i finally managed to speak i said what are you doing here
62,1,271.279,279.089,and he repeated very slowly as if it was something very serious please draw me a sheep
63,1,280.615,284.14,when a mystery is too overpowering one dare not disobey
64,1,284.813,293.80400000000003,absurd as it seemed to me a thousand miles from any human habitation and in danger of death i took out of my pocket a sheet of paper and a pen
65,1,294.408,304.697,but then i remembered that i had mainly studied geography history arithmetic and grammar and i told the little fellow a little crossly that i didn't know how to draw
66,1,305.48,307.509,he replied it doesn't matter
67,1,307.967,308.97700000000003,draw me a sheep
68,1,310.095,315.538,as i'd never drawn a sheep i redrew for him one of the only two drawings that i was capable of
69,1,316.011,318.131,the one of the closed boa constrictor
70,1,318.649,322.948,and i was astounded to hear the little fellow respond no no
71,1,323.332,326.565,i don't want an elephant inside a boa constrictor
72,1,326.939,329.35900000000004,a boa constrictor is very dangerous
73,1,329.61800000000005,331.712,and an elephant is very cumbersome
74,1,332.126,334.326,where i live everything is very small
75,1,334.675,335.825,i need a sheep
76,1,336.10400000000004,337.069,draw me a sheep
77,1,337.927,338.596,so i drew
78,1,339.584,342.12699999999995,he looked carefully then said no
79,1,342.12699999999995,344.112,this one's already very sick
80,1,344.436,345.326,make another one
81,1,346.069,346.899,i drew again
82,1,347.62699999999995,350.362,my friend smiled gently and indulgently
83,1,350.96,353.395,you can see yourself this isn't a sheep
84,1,353.395,355.949,it's a ram it has horns
85,1,356.911,359.081,so once again i redid my drawing
86,1,359.37,361.869,but it was rejected like the previous ones
87,1,362.562,364.537,this one's too old
88,1,364.537,367.036,i want a sheep that will live a long time
89,1,368.008,369.36300000000006,so getting impatient
90,1,369.36300000000006,376.513,as i was eager to start dismantling my engine i hastily sketched this drawing and i snapped this
91,1,376.513,377.473,here is the box
92,1,377.473,379.032,the sheep you want is inside
93,1,379.761,383.985,but i was very surprised to see the face of my young judge light up
94,1,384.6880000000001,386.692,it's exactly the way i wanted
95,1,387.091,389.416,do you think this sheep needs a lot of grass
96,1,390.164,390.614,why
97,1,391.317,393.857,because where i'm from everything is very small
98,1,394.645,395.905,there will certainly be enough
99,1,396.154,398.153,i gave you a very small sheep
100,1,399.111,401.076,he leaned his head towards the drawing
101,1,401.629,402.784,not that small
102,1,403.407,403.967,look
103,1,404.306,405.515,he's fallen asleep
104,1,406.348,408.467,and that's how i met the little prince
105,1,410.046,412.93,it took me a long time to find out where he came from
106,1,413.454,416.409,the little prince who asked me many questions
107,1,416.409,417.972,never seemed to hear my own
108,1,419.004,423.648,it was the words spoken by chance that little by little revealed everything to me
109,1,424.491,426.785,so when he saw my airplane for the first time
110,1,427.384,428.889,i won't draw my airplane
111,1,428.889,431.392,it would be a drawing far too complicated for me
112,1,431.881,434.449,he asked me what's that thing there
113,1,435.297,436.062,it's not a thing
114,1,436.261,436.956,it flies
115,1,437.156,437.965,it's an airplane
116,1,438.057,438.905,it's my airplane
117,1,439.608,441.947,and i was proud to have him know that i could fly
118,1,442.82,446.143,then he cried what you fell from the sky
119,1,446.821,448.386,yes i said modestly
120,1,448.999,450.559,oh that's funny
121,1,451.302,454.917,and the little prince broke into a lovely peal of laughter
122,1,454.917,456.82,which irritated me very much
123,1,457.403,460.172,i prefer people to take my misfortunes seriously
124,1,460.691,463.935,then he added so you also come from the sky
125,1,464.503,465.67800000000005,what planet are you from
126,1,467.045,469.73,i caught a glimpse into the mystery of his presence
127,1,469.73,473.321,and i asked abruptly so you come from another planet then
128,1,474.124,475.064,but he didn't answer
129,1,475.753,478.527,he shook his head slowly whilst looking at my airplane
130,1,479.415,482.244,it's true that you can't have come from far away in that
131,1,483.567,486.701,and he drifted into a daydream which lasted a long while
132,1,487.469,492.672,then taking my sheep out of his pocket he sank himself into the contemplation of his treasure
133,1,493.341,499.4330000000001,you can imagine how my curiosity was aroused by this small disclosure about the other planets
134,1,499.942,501.342,so i tried to find out more
135,1,502.34,503.944,where are you from my little fellow
136,1,504.628,506.952,where's this where i live of yours
137,1,507.396,509.046,where do you take my sheep off to
138,1,510.432,518.352,after a reflective silence he answered what's good about the box you've given is that at night he can use it as a house
139,1,519.061,522.019,that's right and if you're good i'll give you a rope
140,1,522.019,524.567,to tie him up with during the day and a stake
141,1,525.549,527.509,the offer seemed to shock the little prince
142,1,527.988,528.762,tie him up
143,1,529.316,530.566,what a funny idea
144,1,531.3290000000001,533.344,but if you don't tie him up he'll wander off
145,1,533.344,534.118,and get lost
146,1,535.106,537.585,my friend broke into another peal of laughter
147,1,538.239,539.878,where do you think he'd go
148,1,540.467,542.056,anywhere straight ahead
149,1,542.979,546.366,then the little prince said gravely that doesn't matter
150,1,546.955,549.04,where i live everything is so small
151,1,549.908,554.63,and perhaps with a hint of sadness he added straight ahead you can't go far
152,2,0.376,6.973,i thus learned a second very important thing that his home planet was barely bigger than a house
153,2,7.671,9.3,it didn't surprise me much
154,2,9.614,17.75,i knew that apart from the large planets like the earth jupiter mars and venus which have been given names there are hundreds of others
155,2,17.75,22.903,that are sometimes so small that one has great difficulty in spotting them through the telescope
156,2,23.826,27.92,when an astronomer discovers one of these he gives it a number for a name
157,2,28.538,32.097,he might call it for example asteroid 325
158,2,33.269,40.38,i have serious reason to believe that the planet from where the little prince came is the asteroid b 612
159,2,40.954,44.359,this asteroid has only been seen through a telescope once
160,2,44.359,46.987,in 1909 by a turkish astronomer
161,2,47.78,53.378,he had then given a big presentation on his discovery at an international astronomy conference
162,2,53.862,56.336000000000006,but nobody had believed him because of his outfit
163,2,56.785,57.899,grownups are like that
164,2,58.747,69.057,fortunately for the reputation of asteroid b 612 a turkish dictator imposed on his people on pain of death to dress themselves in the european fashion
165,2,69.9,74.759,the astronomer gave his presentation again in 1920 dressed very stylishly
166,2,75.188,77.307,and this time everybody believed him
167,2,78.544,85.506,if i have told you these details about the asteroid b 612 and revealed to you its number it's because of the grownups
168,2,87.68799999999999,91.991,when you talk to them about a friend they never ask you about any of the important things
169,2,92.33,94.839,they never ask you how does his voice sound
170,2,95.073,96.672,what games does he like best
171,2,96.947,98.316,does he collect butterflies
172,2,98.93,100.409,they ask how old is he
173,2,100.798,102.028,how many brothers does he have
174,2,102.267,103.202,how much does he weigh
175,2,103.631,105.171,how much money does his father make
176,2,105.804,107.864,only then do they think they know him
177,2,108.771,113.125,if you said to the grownups i saw a beautiful red brick house
178,2,113.125,116.023,with geraniums by the windows and doves on the roof
179,2,116.621,119.311,they wouldn't be able to picture this house in their minds
180,2,119.615,123.657,you'd have to tell them i saw a hundred thousand franc house
181,2,124.001,125.9,and they'd cry how pretty
182,2,126.798,132.0,so if you were to say to them the proof that the little prince existed is that he was charming
183,2,132.219,133.959,he laughed and he wanted a sheep
184,2,134.50799999999998,136.033,if someone wants a sheep
185,2,136.033,137.441,that proves they exist
186,2,137.91,139.335,they'd shrug their shoulders
187,2,139.335,140.69899999999998,and treat you like a child
188,2,141.28799999999998,146.201,but if you were to say the planet he came from is the asteroid b 612
189,2,146.506,147.42,they'd be convinced
190,2,147.7,150.489,and leave you in peace and spare you their questions
191,2,150.91299999999998,151.667,they're like that
192,2,151.862,155.409,don't blame them children should be forgiving towards the grownups
193,2,156.003,160.861,but of course those of us who understand life we don't much care for numbers
194,2,161.549,164.748,i'd have liked to begin this story in the same way as a fairy tale
195,2,165.257,171.46900000000002,i'd have liked to say once upon a time there was a little prince who lived on a planet not much bigger than himself
196,2,171.783,172.91299999999998,and who needed a friend
197,2,173.56599999999997,177.535,for those who understand life it would have seemed much more natural
198,2,178.088,180.287,for i don't want my book to be read lightly
199,2,180.856,183.71,i feel so much sadness in recounting these memories
200,2,184.109,187.618,it's already been six years since my friend left with his sheep
201,2,188.496,191.875,if i try to describe him here it's so as not to forget him
202,2,192.548,193.918,it's sad to forget a friend
203,2,194.506,196.031,not everyone has had a friend
204,2,196.55,201.862,and if i forgot him i could become like the grownups who are only interested in numbers
205,2,202.765,206.664,so that's why i have again bought a box of paints and some pencils
206,2,207.352,215.033,it's hard to take up drawing again at my age when i have only ever attempted to draw a boa constrictor closed and open at the age of six
207,2,215.766,219.27,i'll try of course to make my portraits as lifelike as possible
208,2,219.878,221.783,but i'm not quite sure i'll succeed
209,2,222.441,223.866,some drawings go alright
210,2,224.345,226.159,others don't look like their subjects
211,2,226.997,228.931,i also get the size a bit wrong
212,2,229.66,231.374,here the little prince is too big
213,2,231.668,232.923,there he's too small
214,2,233.731,236.285,i'm also not sure about the colour of his outfit
215,2,236.879,239.708,so i fumble along somehow as best i can
216,2,240.397,243.386,i will make mistakes on certain important points too
217,2,243.944,244.999,but you'll have to forgive me
218,2,244.999,247.987,that my friend never gave explanations
219,2,248.491,250.365,perhaps he thought i was just like himself
220,2,251.243,254.902,but i unfortunately don't know how to see sheep through boxes
221,2,255.531,257.21,perhaps i'm a bit like the grownups
222,2,257.793,258.873,i must have got older
223,2,260.195,264.238,every day i'd learn something about his planet the departure and the trip
224,2,265.076,267.981,the information came slowly as his thoughts wandered
225,2,268.80400000000003,273.997,it was in this way that on the third day i came to know of the tragedy of the baobabs
226,2,274.715,276.975,this time again it was thanks to the sheep
227,2,277.418,281.786,because the little prince asked me abruptly as if seized by a grave doubt
228,2,282.634,285.623,it's true isn't it that sheep eat shrubs
229,2,286.262,287.326,yes it's true
230,2,288.074,288.944,oh i am glad
231,2,289.837,293.391,i didn't understand why it was so important that sheep eat shrubs
232,2,293.88,298.307,but the little prince added then it follows they also eat baobabs
233,2,299.15,305.485,i pointed out to the little prince that baobabs were not shrubs but trees as big as churches
234,2,305.485,312.453,and that even if he took with him a whole herd of elephants the herd wouldn't manage to eat up one single baobab
235,2,313.301,316.456,the idea of the herd of elephants made the little prince laugh
236,2,317.05400000000003,319.493,they'd have to be piled up on top of each other
237,2,320.406,325.91700000000003,but he remarked wisely the baobab trees before they grow up start off small
238,2,326.636,327.296,that's right
239,2,327.974,330.778,but why do you want the sheep to eat the little baobabs
240,2,331.506,333.41,he replied oh come on
241,2,333.79900000000004,334.914,as if it were obvious
242,2,335.19800000000004,341.03,and it took me a great mental effort to understand this problem on my own without any help
243,2,341.61400000000003,354.85400000000004,and indeed on the planet of the little prince there were like on all planets both good plants and bad plants and therefore both good seeds from good plants and bad seeds from bad plants
244,2,355.413,356.727,but seeds are invisible
245,2,357.281,363.05300000000005,they sleep secretly deep in the earth until on a whim one of them decides to wake up
246,2,363.552,370.199,then it elongates and grows timidly at first toward the sun a charming little harmless sprig
247,2,370.897,374.561,if it's a sprig of radish or rose bush you can let it grow as it likes
248,2,375.144,381.235,but if it's a bad plant one must pull the plant out straight away as soon as it can be recognised
249,2,382.288,385.607,now there were some terrible seeds on the planet of the little prince
250,2,386.176,388.505,there were the seeds of baobab trees
251,2,389.11300000000006,391.427,the soil of the planet was infested with them
252,2,392.27,396.662,a baobab if you get to it too late can never be got rid of
253,2,397.246,399.38,it takes over the entire planet
254,2,399.984,401.4330000000001,pierces it with its roots
255,2,401.782,408.028,and if the planet is too small and if there are too many baobabs they shatter it to pieces
256,2,408.901,410.45,it's a matter of discipline
257,2,410.79,412.414,the little prince told me later
258,2,412.858,417.355,after grooming oneself in the morning the planet must be carefully groomed
259,2,417.909,421.254,you must see to it that you regularly pull out the baobabs
260,2,421.254,426.855,as soon as they can be told apart from the rose bushes to which they look very similar when they're very young
261,2,427.583,430.301,it's a very boring job but very easy
262,2,431.394,439.331,and one day he suggested that i apply myself to making a beautiful drawing so that the children from where i come would understand all this
263,2,440.09,444.082,if one day they travel he said to me it could come in useful
264,2,444.536,451.612,sometimes there's no harm in postponing one's work but in the case of baobabs that always leads to a catastrophe
265,2,452.305,455.37,i used to know a planet inhabited by a lazy man
266,2,455.958,458.427,he had neglected three little bushes
267,2,459.176,463.0630000000001,and based on what the little prince told me i drew this planet
268,2,463.692,465.462,i don't like to sound like a moralist
269,2,465.926,468.835,but the danger of the baobabs is so little understood
270,2,469.194,474.087,and the risks run by anyone who might get lost on an asteroid are so large
271,2,474.087,476.88,that for once i am breaking my normal reserve
272,2,477.439,480.641,i say children beware of baobabs
273,2,481.395,488.836,it's to warn my friends of the danger they've long been skirting like myself without knowing it that i have worked so hard on this drawing
274,2,489.61,491.995,the lesson which i pass on by this means
275,2,491.995,493.034,was worth the effort
276,2,493.737,500.369,you might be wondering why is it that in this book there aren't any other drawings as impressive as the drawing of the baobabs
277,2,500.917,501.902,the answer is simple
278,2,502.431,504.05,i tried but i couldn't succeed
279,2,504.629,508.892,when i drew the baobabs i was spurred on by a sense of urgency
280,2,510.065,515.229,oh little prince i came to understand gradually in this way your sad life
281,2,516.536,521.185,for a long time your only entertainment was the softness of the sunsets
282,2,521.898,524.9730000000001,i learned this new detail on the fourth day in the morning
283,2,524.9730000000001,528.635,when you said to me i'm very fond of sunsets
284,2,528.895,530.604,let's go and see a sunset now
285,2,531.332,532.492,but we have to wait
286,2,533.29,534.205,wait for what
287,2,534.9830000000001,536.5880000000001,wait until the sun goes down
288,2,537.8,539.649,you seemed surprised at first
289,2,539.864,541.513,and then you chuckled at yourself
290,2,541.513,544.357,and you said i think myself at home still
291,2,545.125,551.363,indeed when it's noon in the united states the sun everybody knows is setting over france
292,2,552.126,557.065,it would suffice to be able to go to france in one minute to be able to see a sunset
293,2,557.753,560.668,unfortunately france is much too far away
294,2,561.281,566.109,but on your tiny planet all you needed was to move your chair a few steps
295,2,566.4830000000001,569.293,and you watched the twilight falling whenever you liked
296,2,570.335,573.075,one day i saw the sunset forty four times
297,2,573.803,579.63,and a little later you added you know you love the sunset when you're really sad
298,2,580.712,585.126,the day you saw it forty four times were you were really that sad then
299,2,586.019,587.738,but the little prince made no reply
300,3,0.081,5.992999999999999,on the fifth day again thanks to the sheep this secret of the little prince's life was revealed to me
301,3,6.926,14.148,he asked abruptly without anything leading up to it as if it was the result of a long silent meditation on a problem
302,3,15.201,18.909,if a sheep eats shrubs then does it eat flowers too
303,3,19.812,21.571,a sheep eats everything it finds
304,3,22.494,24.379,even flowers that have thorns
305,3,24.963,27.082,yes even flowers that have thorns
306,3,28.095,29.805,what are the thorns for then
307,3,30.717,31.907,i didn't know the answer
308,3,32.107,36.261,i was very busy trying to unscrew a bolt in my engine that had got stuck
309,3,36.724,41.773,i was very worried because my breakdown was beginning to appear to be very serious
310,3,41.972,44.152,and i had so little drinking water left
311,3,44.605,46.015,that i had to fear the worst
312,3,47.112,48.977,what are the thorns for then
313,3,49.79,52.879,the little prince never let go of a question once he had asked it
314,3,53.263000000000005,55.308,i was upset over the bolt
315,3,55.308,57.707,and i said the first thing that came into my head
316,3,58.36,60.125,the thorns are of no use at all
317,3,60.339,62.294,flowers have thorns just for spite
318,3,63.301,63.746,oh
319,3,65.033,68.562,but after a moment of silence he exclaimed with a sort of resentment
320,3,69.181,70.206,i don't believe you
321,3,70.53,72.295,flowers are weak creatures
322,3,72.295,73.164,they're naive
323,3,73.36399999999999,76.003,they reassure themselves as best they can
324,3,76.571,79.16,they think themselves frightful with their thorns
325,3,80.173,81.242,i made no reply
326,3,81.926,87.633,at that moment i was thinking to myself if this bolt won't budge i'll knock it out with a hammer
327,3,88.76,91.055,the little prince interrupted my thoughts again
328,3,91.938,94.183,and you actually believe that flowers
329,3,94.183,95.393,no no
330,3,95.393,96.672,i don't believe it at all
331,3,97.11,99.575,i answered the first thing that came to my mind
332,3,100.029,102.823,i myself am busy with matters of consequence
333,3,103.611,105.211,he looked at me dumbfounded
334,3,105.784,107.419,matters of consequence
335,3,108.122,115.244,he watched me hammer in hand and my fingers black with grease leaning on an object that would have seemed to him very ugly
336,3,115.932,117.687,you talk just like the grownups
337,3,118.4,120.134,that made me feel a little ashamed
338,3,120.578,122.253,but he went on relentlessly
339,3,122.976,124.261,you confuse everything
340,3,124.595,125.825,you mix everything up
341,3,126.418,127.973,he was really very angry
342,3,128.232,130.627,he shook his golden curls in the breeze
343,3,131.529,134.293,i know a planet where there is a redfaced gentleman
344,3,134.488,136.06799999999998,he has never smelled a flower
345,3,136.312,137.637,he has never looked at a star
346,3,137.865,139.376,he has never loved anyone
347,3,139.77,141.955,he has never done anything but sums
348,3,141.955,144.665,and all day long he repeats just like you
349,3,144.92700000000002,147.17700000000002,i am busy with matters of consequence
350,3,147.39700000000002,149.42600000000002,and that makes him swell up with pride
351,3,149.855,151.0,but this is not a man
352,3,151.0,152.259,he's a mushroom
353,3,152.843,153.398,a what
354,3,153.752,154.662,a mushroom
355,3,155.24,157.644,the little prince was now white with rage
356,3,158.562,161.572,flowers have been growing thorns for millions of years
357,3,161.89600000000002,165.345,for millions of years the sheep have eaten the flowers all the same
358,3,165.759,172.703,and it's not a matter of consequence to try to understand why they take so much trouble to grow thorns which are never of any use
359,3,173.356,176.315,is the war between the flowers and sheep not important
360,3,176.63,181.843,is it not of more consequence and more important than the sums of a fat redfaced gentleman
361,3,182.202,184.957,and if i myself know of a unique flower
362,3,184.957,187.237,which grows nowhere but on my planet
363,3,187.237,193.057,that a little sheep can destroy in one stroke just like that one morning without realising what he's done
364,3,193.057,194.999,is that not important
365,3,195.582,197.011,he blushed and continued
366,3,197.854,206.512,if someone loves a flower of which just one specimen exists amongst the millions and millions of stars it's enough to make him happy when he looks at them
367,3,206.886,209.67,he can say my flower is out there somewhere
368,3,210.249,215.153,but if the sheep eats the flower for him it's as if suddenly all the stars have gone out
369,3,215.542,217.191,and you think that's not important
370,3,218.08900000000003,219.399,he couldn't say anything more
371,3,219.983,221.817,he suddenly burst into tears
372,3,222.555,223.555,night had fallen
373,3,224.548,226.117,i had put down my tools
374,3,226.651,230.72,of what moment was my hammer my bolt or thirst or death
375,3,231.538,237.489,there was on a star on a planet my planet earth a little prince to be comforted
376,3,238.242,239.587,i took him in my arms
377,3,239.831,240.531,i rocked him
378,3,240.795,244.238,i said the flower that you love isn't in danger
379,3,244.822,246.937,i'll draw you a muzzle for your sheep
380,3,246.937,249.107,i'll draw you a railing for your flower
381,3,249.107,249.415,i i
382,3,250.248,251.568,i wasn't sure what to say
383,3,252.436,253.761,i felt very awkward
384,3,254.289,255.694,i didn't know how to reach him
385,3,255.694,256.684,where to find him
386,3,257.457,259.741,it's so secretive the land of tears
387,3,260.835,263.73400000000004,i learned very quickly to know this flower better
388,3,264.413,271.678,there had always been very simple flowers on the planet of the little prince decorated with a single row of petals
389,3,271.678,273.448,that didn't take up any space
390,3,273.448,274.694,and didn't bother anyone
391,3,275.252,279.936,they would appear one morning in the grass and by evening they'd have faded away
392,3,280.774,285.522,but this one had sprouted one day from a seed blown in from no one knows where
393,3,285.85200000000003,291.099,and the little prince had watched very closely this sprout that was not like the other sprouts
394,3,291.648,293.522,it could have been a new kind of baobab
395,3,294.295,298.623,but the shrub soon stopped growing and began to produce a flower
396,3,299.506,306.853,the little prince who witnessed the appearance of a huge bud felt that a miraculous apparition must emerge from it
397,3,307.496,310.771,but the flower never stopped preparing for her future beauty
398,3,310.771,314.948,safe in her green chamber she chose her colours carefully
399,3,315.247,316.442,she dressed slowly
400,3,316.661,319.371,she arranged her petals one by one
401,3,319.68,323.223,she did not want to come out all rumpled like the poppies
402,3,323.627,327.691,she would only want to appear in the full radiance of her beauty
403,3,328.244,331.533,oh yes she was a very flirtatious creature
404,3,332.106,336.98400000000004,and her mysterious adornment had thus lasted for days and days
405,3,337.63800000000003,342.766,then one morning exactly at sunrise she suddenly showed herself
406,3,343.314,352.129,and after having worked with such care and attention to detail she said with a yawn oh i have only just woken up
407,3,352.43300000000005,353.608,i do apologize
408,3,353.608,354.922,i am not yet presentable
409,3,355.88,358.444,the little prince couldn't restrain his admiration
410,3,359.228,360.702,you're so beautiful
411,3,361.356,364.419,am i not the flower responded sweetly
412,3,365.132,367.547,and i was born at the same moment as the sun
413,3,368.579,372.36300000000006,the little prince guessed easily enough that she was not very modest
414,3,372.782,374.552,but how moving she was
415,3,375.645,379.533,it's time i think for breakfast she added an instant later
416,3,380.302,382.886,if you would have the kindness to think of my needs
417,3,383.589,389.576,and the little prince completely abashed having gone to look for a sprinkling can of fresh water
418,3,389.951,390.985,tended to the flower
419,3,391.494,395.592,and like that she had soon begun to torment him with her vanity
420,3,396.241,400.904,one day for example speaking of her four thorns she told the little prince
421,3,401.4380000000001,404.247,let them come the tigers with their claws
422,3,404.955,408.573,there aren't any tigers on my planet the little prince objected
423,3,408.763,410.782,and tigers don't eat weeds
424,3,411.475,414.5630000000001,i am not a weed the flower replied sweetly
425,3,415.147,415.997,please forgive me
426,3,416.909,418.514,i do not fear tigers
427,3,418.514,420.677,but i detest drafts
428,3,420.886,422.71,you wouldn't happen to have a screen
429,3,423.478,428.415,detests drafts that's bad luck for a plant remarked the little prince
430,3,429.028,430.7480000000001,what a very complicated flower
431,3,431.775,434.78,in the evening you will put me under a glass dome
432,3,434.78,436.663,it is very cold where you live
433,3,436.962,438.357,where i come from
434,3,439.085,440.565,but she interrupted herself
435,3,440.914,442.889,she had come in the form of a seed
436,3,443.169,445.387,she couldn't have known anything of other worlds
437,3,446.295,450.07,humiliated at having been caught out on a lie so naive
438,3,450.07,452.57,she coughed two or three times
439,3,452.57,454.747,to imply the little prince was in the wrong
440,3,455.366,456.071,the screen
441,3,456.934,459.158,i was just going to look for it when you spoke to me
442,3,460.011,463.27,then she forced a cough to inflict still more remorse
443,3,463.908,468.771,so the little prince despite the good will of his love had soon come to doubt her
444,3,469.305,474.42800000000005,he had taken seriously words of no importance and had become very unhappy
445,3,475.326,478.13,i shouldn't have listened to her he told me one day
446,3,478.6830000000001,480.653,you should never listen to the flowers
447,3,481.037,483.86,we must look at them and breathe their fragrance
448,3,484.394,488.967,mine perfumed my whole planet but i didn't know how to take pleasure in it
449,3,489.705,495.767,this business of the claws which annoyed me so much should only have filled my heart with tenderness and pity
450,3,496.725,498.43,he continued his confidences
451,3,499.148,500.98800000000006,i didn't know how to understand
452,3,501.531,504.645,i should have her judged by her deeds and not by her words
453,3,505.264,507.6880000000001,she overwhelmed me with her fragrance and light
454,3,508.287,509.527,i should never have run away
455,3,510.29,513.094,i should have seen the tenderness behind her contrivances
456,3,513.818,515.512,flowers are so contradictory
457,3,516.12,518.15,but i was too young to know how to love her
458,3,519.665,525.082,i think that for his escape he took advantage of a migration of a flock of wild birds
459,3,525.586,529.694,on the morning of his departure he put his planet in perfect order
460,3,530.263,533.052,he carefully swept out his active volcanoes
461,3,533.316,535.3009999999999,he owned two active volcanoes;
462,3,535.3009999999999,538.174,it was very convenient for heating his breakfast in the morning
463,3,538.5830000000001,540.976,he also owned an extinct volcano
464,3,541.238,546.35,but as he used to say you never know so he cleaned out the extinct volcano too
465,3,546.938,552.547,if they are well cleaned out volcanoes burn slowly and steadily without any eruptions
466,3,552.966,555.84,volcanic eruptions are like fires in a chimney
467,3,556.284,560.628,on our earth we're obviously much too small to clean out our volcanoes
468,3,560.922,563.031,that's why they cause us no end of trouble
469,3,564.164,569.741,the little prince also pulled up with a hint of sadness the last little shoots of the baobabs
470,3,570.235,571.79,he believed he would never return
471,3,572.438,576.727,but all these familiar tasks seemed on that morning very precious
472,3,577.1759999999999,584.8969999999999,and as he watered the flower one last time and prepared to shelter her under her dome he found himself close to tears
473,3,585.72,587.669,goodbye he said to the flower
474,3,588.257,589.242,but she didn't answer
475,3,590.015,591.719,goodbye he said again
476,3,592.502,595.611,the flower coughed but it was not because she had a cold
477,3,596.972,598.947,i was silly she said finally
478,3,599.485,600.825,i ask your forgiveness
479,3,601.184,602.024,try to be happy
480,3,603.091,605.83,he was surprised by this absence of reproaches
481,3,606.384,610.107,he stood there all bewildered the dome held in mid air
482,3,610.441,613.385,he didn't understand this quiet sweetness
483,3,614.418,615.727,of course i love you
484,3,615.972,617.137,the flower said to him
485,3,617.88,619.5840000000001,it's my fault that you didn't know
486,3,619.9580000000001,621.2280000000001,that is of no importance
487,3,621.722,623.656,but you have been just as foolish as i have
488,3,624.41,625.234,try to be happy
489,3,625.933,626.8969999999999,let the dome be
